0;5;"1. Нет подсветки кнопок, 2. Мало встроенной памяти, 3. Качество связи немного ""хромает"" 4. Нет наушников в комплекте. 5. Разрешение дисплея низкое."
1;5;За эти деньги конечно на минусы можно не обращать внимание. В целом очень не плохой смартфон. Есть все необходимое. Качество тоже не плохое. Батарею держит относительно долго.
1;4;Батарея, 1 ГБ оперативной памати, Андроид 4.4.2. Нормально и хорошо работают игры, даже супер ресурсоёмкие. Покрытие Soft Touch.
0;4;Мелкое разрешение экрана, камера могла быть и получше, остаются отпечатки пальцев, причём чищу его 4 раза в день, 2 ядра, иногда подлагивает, кнопки без подсветки, нет авторегулироки яркости, из 4 ГБ доступно только 1.5 ГБ.
1;4;В принципе, Смартфон нормальный, но дороговат за свои ТТХ.
1;5;Большой экран, 2 симки, быстрый, адекватная камера, предустановленный софт, для меня + расположение кнопок, нормально батарею держит, фонарик
0;5;Иногда звук сам включается когда стоит на виброрежиме
1;5;Искала телефон с 2 симками. За свои деньги отличный аппарат
1;5;Их много: и цена, и юзабельность, и внешний вид. Ничего не лагает и не тормозит, 3G работает намного быстрее, чем на ведроиде 2.2. Спутники тоже довольно быстро ловятся.
0;5;"Менюшки какието не очень, местами напоминают поднебесную ""ноклу"") Благо, лечится это легко и непринужденно. Камера немного хуже, чем на том же галакси эйс."
1;5;"Откуда ""23 дня работы"", ""день в активном режиме""? Отрубайте передачу данных, и будет вам щясте дней на пять))"
1;4;Качественный экран, добротный звук, хороший размер. Для 2х ядер работает, конечно, на ура. Это было приятным удивлением для меня.
0;4;Немного раздражает, что во время разговора через пару секунд только срабатывает датчик освещения ( сразу трубку не кинешь, необходимо подождать ). Если небольшие скрипы, но, если уж придираться. Катастрофически не хватает памяти для установки игр и приложений (root както делать не хочется)
1;4;Почемуто автоповорот экрана работает раз через раз.  В целом, аппарат более чем достойный в своем сегменте.
1;5;"Не часто оцениваю на отлично, но в данном случаи однозначно отлично (имхо).  1. Смарт работает сразу из коробки, без всякой разной медитации (конечно, проблема переноса кеш на карту SD  присутствует, но это общая головная боль для последних моделей LG ( KitKat 4.4) и не только LG.  2.Телефон  хорошее качество речи, хорошая чувствительность. Карточки не ""теряются"" и не зависают. Вызов и вибро  достаточно громкий. Громкость динамиков и гарнитуры Bluetooth  норма ( для меня). 3.WIFI  отлично. Коннект, скорость, дальность  все достойно. 4. Быстродействие  проблем никаких нет (пример: Asphalt 8, FIFA 14...). В AnTuTu, у меня, 13991 балл. Все переключается, щелкается и т.д. Оперативки хватает, проги не вылетают.  5. Экран   насыщенные цвета, углы обзора близки к 180 град. и даже не высокое разрешение (заметная пиксельность) не портит общего впечатления. Кстати, заметна она только на рабочих столах, менюшках.( при просмотре фильмов, Net  практически не заметно).  6. Камера среднего уровня. Позволяет сделать ""срочный"" снимок, при условии хорошего дневного света. Автофокус резвый и проблем с макро нет 7. Звук  отлично. Необходимы лишь наушники (хотябы среднего уровня) и проги типа  Poweramp или JetAudio. Видео (пример) формат mkv. битрейт 20 Мбит/сек  воспроизводит без проблем. 8. GPS модуль. Работает отлично ( дополнительная поддержка Net не требуется. Можно и  AGPS). ""Холодный старт"" происходит  быстро, спутники не теряет. Для автолюбителей  ""бальзм на сердце"". 9. Аккумулятор  отлично в квадрате. AnTuTu, у меня, 858 баллов, что для смартов с  батареей до 3000 Ма/час  первое место! И на практике это подтверждается: IPTV (формат HD)  по WIFI  13% емкости в час(потери) . Фильм среднего качества Кодек DivX 5,  Битрейт 2395 Кбит/сек, 720 /544  Яркость  50%, громкость, на наушники  50%. MX плеер с програмными кодеками  11% емкости в час. 10. Корпус сделан добротно, Чехлы в продаже есть. Смарт имеет гармоничные размеры (имхо), даже не скажешь, что 5 дюймов."
0;5;"1.Разрешение дисплея 480*800. Да пикселы заметны, но повторюсь, при просмотре видео и Net дискомфорта не ощущаю (имхо). Зато проц. на Max нагрузке имеет температуру всего 34 град. и длительность работы на 20%25% больше более ""высокой модели "" линейки. Что действительно не очень, так это возможность  читать/ смотреть с экрана в условиях яркого солнечного света.  2.Проблема установки Кеш приложений ( именно Кеш, а не самих приложений. Приложения переносятся без проблем штатными средствами).  Это ограничение определяется операционной системой  KitKat 4.4 и устранить проблему можно только используя ROOT( права администратора). Необходимы определенные навыки (есть инструкции на 4PDA.ru). Так же надо убрать ROOT, в случаи гарантийного ремонта. Повторюсь, что эта проблема присуща всем последним моделям LG ( KitKat 4.4) и не только LG."
1;5;Смарт подойдет для широкого круга пользователей (по предназначению) не ставящих задачу приобретения топовых моделей и не желающих переплачивать за лишние ядра и пикселы (имхо).
1;5;Аккумулятора при очень активном использовании вполне хватает до вечера, а так телефон может держать заряд до двух дней. Экран большой и качественный, несмотря на маленькое разрешение для 5 дюймов, изображение выглядит приличным, пиксели иногда бывает видно, но для меня не критично Цена! Понравилось исполнение корпуса, шероховатая задняя крышка, в руке сидит удобно, компактный Камера. Сильно часто ей не пользуюсь, но иногда приходится фотографировать текст, с этой задачей телефон справляется Понравился звук, как разговорного, так и внешнего динамиков, в шумных местах звонок слышно. Разговорный динамик имеет хороший запас громкости, собеседника слышно очень хорошо Удобное переключение симкарт отдельной кнопкой KnockOn  удобная разблокировка экрана двойным нажатием Порадовала работа GPS, быстро находит спутники Аппарат обзавелся очень хорошей функцией: Quick Slide  некоторые приложения, такие как смс, набор номера, календари, заметки, калькулятор можно вывести поверх другого приложения в маленьком окошке, получается чтото вроде два активных окна.
0;5;Мало внутренней памяти. Из 4 ГБ доступно 1,5, но все решается рутом и приобретением флэшки и удалением ненужного софта Опять же экран, он очень быстро ляпается, остаются отпечатки пальцев Не очень стабильно ловит сеть с SIM1, палочки скачут постоянно от 0 до 5, но по моим наблюдениям, на качестве связи это пока не сказывается Кнопки без подсветки, но это не критично, их расположение быстро запоминается Обнаружил баг в галерее, при пролистывании фотографий может подвисать
1;5;Телефоном пользуюсь пару недель, впечатления от него положительные, вместе с ним рекомендую купить чехол с Quick Widow для этой модели, с помощью которого, не открывая чехла, можно переключать музыку, увидеть пропущенные вызовы или смс и смотреть погоду, но возможно виджет с погодой можно поменять на другой, еще не пробовал. К покупке советую
1;4;легкий ,тонкий,блокировка разблокировка по нажатию на экран +кноккоже хороший звук.в общем на сайте все написано )
0;4;камера .кто то пишет что хороша,но нет( очень чувствительная,не сразу получается сфоткать.а превратить руку в неподвижный штатив сложно ))
1;4;наверно это самый легкий и компактный 5ти дюймовый смарт ,с кучей удобных штучек,камера нуу а что вы хотели за 6 рублей.. L70(камера лучше но но батарея уже не та и урезанный экран )как сложно выбрать идеальный сотик ))) а вообще LG молодцы ,вечное парево насчет где должна быть кнопка вкл\отк  теперь в прошлом,хорошо бы ещё если другие фирмы взяли к себе эту фичу
1;5;Классный дизайн,большой дисплей,хороший сенсор не тупит,удобный,всё ясно и понятно в функциях без всяких закавырок,сразу же разобралась не читая инструкции,громкий динамик,не дорогой.
0;5;Сложно снимать крышку,звук слабы басы в наушниках даже если настроить эквалайзер.
1;5;Хороший смартфон,не жалею что купила)
1;3;1) Хороший аккумулятор 2) GPS практически не расходует заряд аккумулятора 3) Большой яркий экран 4) Быстрый
0;3;1) Все приложения ставятся на внутреннюю память, её катастрофически мало. 2) В Android 4.4 запрещен полный доступ приложений к SDкарте. Соответственно, имеем проблемы на ровном месте, например, с файл менеджером, который не может скопировать файлы на флешку. 3) Android 4.4 запрещает сторонним приложениям переводить телефон в режим Самолёта. Соответственно, приложения, которые, например, на ночь выключают беспроводные модули  больше не работают. 4) Невозможность поставить приложения больше 1 гб, т.к. телефон принципиально всё пишет во внутреннюю память.
0;3;Телефон прекрасный, если бы не заморочки последнего Андройда 4.4 нацеленные на безопасность. Пришлось ставить root. Этим я победил защиту флешки от приложений. Далее проблема с установкой всех приложений во внутреннюю память. Память закончилась мгновенно, после одной установленной игры. Вторая устанавливаться отказалась, т.к. просто больше чем весь объём внутренней памяти. До этого телефона пользовался первым Samsung Galaxy S, с ним никаких подобных проблем не было, памяти хватало на всё, телефон по умолчанию ставил приложения на флешку, мне не требовался root.  Почему я буду дальше пользоваться LG L80? Прекрасный GPS модуль, практически не сажающий аккумулятор, если выключить экран и записывать трек его хватает на долго.
1;5;Цена, 2 симкарты, расширение памяти, удобная блокировка.
0;5;Плохо видно на солнце
1;5;Недавно получилось приобрести телефон LG L80, который стал моим первым смартфоном после «кнопочного» телефона. Хочу сказать, что не сколько не жалею о выборе именно этого девайса.  Приятный лаконичный дизайн и эргономичность формы влюбили в себя сразу же. Кстати, очень удобный и легкий телефон, не смотря не его размер.  Приятно удивило то, что не пришлось привыкать заряжать телефон постоянно, т.к. этот аппарат держит зарядку до 3 дней (если не усердствовать с интернетом), за счет своей мощной батареи  2540 мАч. Большой яркий пятидюймовый экран не перестает радовать качеством изображения и чувствительностью сенсора. Камера снимает отлично, благодаря автофокусу и вспышке. Так же имеется и фронтальная камера, очень удобно для видеообщения. В смартфоне заложена операционная система  Android 4.4  (KitKat), радует своими новинками и приложениями, которые просто летают, благодаря процессору 1.2 ГГц. Для такой ценовой категории это больше, чем отлично!
1;5;Ценакачество, 2 симки, хорошая производительность
0;5;Нет олеофобного покрытия
1;5;Телефон был куплен для работы, но в итоге он заменил еще и личный  благодаря поддержки двух сим карт. Вся динамика переключения сим карт выполняется вполне удобно, нет путаницы. Имеется отличная функция в виде назначения обязанностей каждой сим карте (например 1интернет, 2звонки). По поводу корпуса и внешнего вида все строго и в тоже время красиво. Корпус пластиковый с металлической рамкой. Несмотря на габариты телефона , весит он на удивление очень мало. Так же неплохо лежит в руке. IPS матрица делает свое дело, очень красивое изображение. Так же замечу, что новый android 4.4 kitkat работает безупречно, аппарат обладает хорошей производительностью. Зарядка держит около 3х дней при использовании без интернета это очень важный фактор для рабочего телефона.  Ну и стоит отметить кучу разных полезных фишек. К ним отнесу нестандартную систему зашиты knock code и QuickMemo для снимков с экрана.  В целом по соотношению ценакачество аппарату дам оценку 5.
1;4;Экран, ос, аккумулятор, звук. Можно найти много аксесуаров чехлов и тд...
0;4;Камера! Более отстойной камеры я не встречала. Разрешения 0, автофокус никакой! Ни фронталка ни основная просто днище. Все пишут что достоинства это камера ну может быть у меня левый телефон попался.
1;4;Телефон хороший но немного великоват впрочем быстро привыкаешь. Но камера это ужас. Такое чувство что ога 2 мп. Заряд держит весь день при активном использовании(интернет+музыка+игры) все летает. Так что если бы не камера телефон был бы на 5 +
1;5;Дисплей, 2сим, батарея, удобство пользования в одной руке, новая ОС.
0;5;Не сразу нашел чехол, но в принципе не долго ждал.
1;5;Покупал из соображения надежности, мощности и по приемлемой цене, так как брал для работы. Давно присматривался к LG, фирма выпускает хорошие, качественные аппараты и есть из чего выбрать. В этом смартфоне меня устроили большой дисплей, емкая батарейка и две сим карты. Так как работаю с почтой и в интернете в основном, для меня были важны именно эти показатели. Дисплей передает реалистичные цвета, батарейка держит 1,5 суток спокойно, а у сим карт есть удобная клавиша переключения. Плюсом конечно идет и то, что там последняя версия Андроида стоит, намного он быстрее и эффективнее работает, меньше расходует батарею, имеет симпатичную оболочку. Если поиграть в игрушки, то средние 2ух ядерный процессор тянет хорошо, при этом смарт не нагревается практически. По дизайну претензий нет, сборка отличная, пластик хороший. Хоть и 5 дюймов, но одной рукой пользоваться удобно, Knock On позволяет разблокировать смартфон постукиванием по дисплею, а кому есть чего скрывать или защищать, ставьте Knock Code, никто не разблокирует, кроме вас. Камерой в основном не пользуюсь, но думаю для 5Мп снимает очень добротно. Ну вот в принципе и все. Покупкой доволен, так что советую.
1;5;Совсем недавно приобрел этот смартфон, но уже очень доволен своей покупкой. Вопервых, большой пяти дюймовый, качественный дисплей, очень удобно серфить в интернете и работать с почтой, вовторых, 2 симки, да и несмотря на большой размер, им очень удобно пользоваться одной рукой, благодаря Knock On, постучал по дисплею и он активировался, либо этой же усовершенствованной функцией, которая называется Knock Code, только там нужно будет простучать установленную комбинацию! Knock Code очень удобно, когда надо закрыть доступ к смартфону от посторонних лиц.  Втретьих, это начинка. Новый Андроид 4.4.2, очень быстро работает и при этом намного меньше ест батарейку, нежели предшествующие версии, плюс 2ух ядерный процессор от Куалком. Ну и вчетвертых, конечно же емкий аккумулятор! У LG всегда хорошие батарейки и этой мне спокойно хватает на двое суток. По дизайну смартфон выглядит очень достойно, корпус сделан из качественного пластика.
0;5;Не обнаружил
1;5;Большой дисплей, удобство использования одной рукой, новая ОС, батарея, цена.
1;3;1) Легкий. 2) Батарея  (2540 мАч)  3) Люфтов и скрипов нет. 4) Свежий андроид.
0;3;"1) Нет авторегулировки яркости.  2) Четыре сенсорных кнопки без подсветки, что крайне неудобно в ночное время. 3) Небольшое разрешение для 5""го экрана. 4) ОЧЕНЬ капризный SD карточкам. 5) Слабый прием 3G 6) Очень ужасный и неустойчивый приём именно SIM1 (палочки на антенке постоянно прыгают от 05 и наоборот....  7) Очень слабая фиксация SIM карт (практически болтаются в своих слотах). 8) Руководство пользователя со скудной информацией. Имеются расхождения в описании (например в книжечке написано, что SIM1 нижний слот, а в реале верхний). 8) Цена завышенная явно! (скорей всего за свежий андроид)."
0;3;Считаю, что телефончик так себе.... за вообщем то не малые деньги.
1;5;Большой экран, Свежий андроид, Большая батарея, Хороший процессор, 2 СИМ карты, Плюшки оболочки от LG.
0;5;Небольшой объем встроенной памяти, если планируете загружать фильмы, лучше купить карту памяти. пластиковая окантовка. нет подсветки фронтальных клавиш
1;5;До этого аппарата пользовался стареньким LG L5  маленький, простенький смартфон, ничего особенного, только вот качество мне понравилось, служил мне верой и правдой 2 года. Потому решил снова довериться этой компании и приобрел L80. Пользуюсь вот уже  2 месяцаи серьезных недостатков не выявил, за исключением небольшой встроенной памяти, но это компенсируется поддержкой карты памяти. А вот понравилось многое, это большой и качественный дисплей, от которого я в восторге! Не думал, что в недорогой аппарат засунут такой хороший экран. Сначала думал, что 5 дюймов, это много, однако оказалось, что для меня это идеальный размер! Удобно работать с интернетом, видео в пробках смотреть. Касательно производительности, я опять же был приятно удивлен. Скорость работы полностью меня удовлетворяет и за 2 месяца, я не заметил серьезных зависаний. А еще понравились две фишки, это Knock Code (не знаю как по русски) в первый же день нарыв эту фишку, я избавился от двух проблем, первое, это то, что смартфон в кармане сам не разблокируется и не отправляет бестолковые СМС кому попало. Вторая проблема которая решилась, это комфорт разблокировки и безопасность Вторая фишка, которая привела меня в восторг, это EasyHome, выглядит это как простейший рабочий стол имитирующий раскладку клавиатуры кнопочного телефона с быстрым доступом к важным функциям. Если подвести итог, то смартфон меня очень радует скоростью, стабильностью и приятным дизайном (в сравнении с другими недорогими телефонами).
1;4;1) Хороший экран. 2) Отлично собран, легкий. 3) В целом очень сбалансированный аппарат, по критерию качество/цена. 4) Хорошая точность работы GPS. 5) Приличная оболочка, всякие удобные программные штучки от LG.
0;4;"1) Нет авторегулировки яркости. 2) Четыре сенсорных кнопки без подсветки на лицевой стороне. 3) Программно все довольно быстро, но ""летает"" не скажешь... 4) Сенсоры бывают и чуть получше (вещь субъективная, но на дорогих аппаратах сенсоры лучше). 5) Ожидал большего от аккумулятора. 6) Слабоват в приеме именно 3G. Трудно оценить, но чуть ли не хуже из всех у меня бывших... 7) Трудно купить фирменный чехол."
